,EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
1441,1442,F,Surrey,Produce Manager,Produce,Surrey,Stores,49.0,2.81,94.06
1442,1443,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,41.0,4.76,79.16
1443,1444,F,Kelowna,Bakery Manager,Bakery,Kelowna,Stores,51.0,4.39,131.71
1444,1445,M,Lumby,Produce Manager,Produce,Vernon,Stores,45.0,5.61,63.85
1445,1446,F,Vernon,Bakery Manager,Bakery,Vernon,Stores,51.0,5.46,97.29
1446,1447,M,White Rock,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,48.0,6.93,73.82
1447,1448,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,42.0,14.22,73.22
1448,1449,F,Squamish,Meats Manager,Meats,Squamish,Stores,38.0,4.93,65.96
1449,1450,F,Richmond,Dairy Person,Dairy,Richmond,Stores,36.0,4.33,57.27
1450,1451,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.0,4.57,55.32
1451,1452,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,55.0,3.71,133.89
1452,1453,M,Oliver,Dairy Person,Dairy,Kelowna,Stores,38.0,3.3,47.07
1453,1454,F,Hemlock Valley,Dairy Person,Dairy,Chilliwack,Stores,48.0,5.27,105.96
1454,1455,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,24.0,4.56,0.0
1455,1456,F,Campbell River,Dairy Manager,Dairy,Nanaimo,Stores,62.0,5.15,192.4
1456,1457,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,44.0,4.17,90.5
1457,1458,M,Burnaby,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,49.0,11.89,55.73
1458,1459,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,40.0,4.18,70.58
1459,1460,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,42.0,6.21,57.9
1460,1461,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,54.0,31.9,107.14
1461,1462,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,46.0,5.97,59.78
1462,1463,F,Port Coquitlam,HRIS Analyst,HR Technology,Vancouver,HumanResources,48.0,18.36,74.77
1463,1464,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,26.0,1.75,0.0
1464,1465,F,Okanagan Mission,Processed Foods Manager,Processed Foods,Kelowna,Stores,39.0,6.3,55.09
1465,1466,M,Douglas Lake,Bakery Manager,Bakery,Kamloops,Stores,65.0,5.66,146.04
1466,1467,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.0,5.9,0.74
1467,1468,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,44.0,4.5,83.51
1468,1469,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,42.0,11.89,0.0
1469,1470,F,Richmond,HRIS Analyst,HR Technology,Vancouver,HumanResources,56.0,17.69,72.86
1470,1471,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,49.0,4.48,85.14
1471,1472,M,Surrey,Dairy Person,Dairy,Surrey,Stores,64.0,3.43,132.77
1472,1473,F,Surrey,Dairy Person,Dairy,Surrey,Stores,41.0,6.18,83.77
1473,1474,F,Fort St John,Meats Manager,Meats,Fort St John,Stores,49.0,2.41,127.37
1474,1475,F,Burnaby,HRIS Analyst,HR Technology,Vancouver,HumanResources,42.0,17.69,65.28
1475,1476,M,Bella Bella,Store Manager,Store Management,Bella Bella,Stores,31.0,4.25,0.0
1476,1477,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,49.0,5.59,66.38
1477,1478,M,Fort St John,Dairy Person,Dairy,Fort St John,Stores,44.0,7.45,55.52
1478,1479,F,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,54.0,4.18,141.5
1479,1480,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,62.0,17.69,86.67
1480,1481,F,Field,Store Manager,Store Management,Cranbrook,Stores,63.0,4.18,206.85
1481,1482,M,Duncan,Produce Manager,Produce,Quesnel,Stores,61.0,2.25,116.13
1482,1483,F,Williams Lake,Meats Manager,Meats,Williams Lake,Stores,26.0,3.4,5.36
1483,1484,M,New Westminster,HRIS Analyst,HR Technology,Vancouver,HumanResources,48.0,7.8,33.25
1484,1485,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,38.0,17.69,75.16
1485,1486,M,Surrey,Benefits Admin,Employee Records,Vancouver,HumanResources,41.0,10.44,55.32
1486,1487,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,33.0,15.2,0.0
1487,1488,M,New Westminster,Benefits Admin,Employee Records,Vancouver,HumanResources,48.0,14.82,59.98
1488,1489,F,Victoria,Processed Foods Manager,Processed Foods,Victoria,Stores,47.0,4.6,63.44
1489,1490,F,Armstrong,Dairy Person,Dairy,Vernon,Stores,47.0,3.01,105.94
1490,1491,F,Castlegar,Store Manager,Store Management,Trail,Stores,23.0,3.31,12.04
1491,1492,F,Sooke,Customer Service Manager,Customer Service,Victoria,Stores,40.0,2.99,33.82
1492,1493,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29.0,3.16,7.04
1493,1494,M,Victoria,Meat Cutter,Meats,Victoria,Stores,31.0,3.76,0.0
1494,1495,F,Vernon,Processed Foods Manager,Processed Foods,Vernon,Stores,38.0,2.96,38.16
1495,1496,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,48.0,6.84,74.07
1496,1497,F,New Westminster,Benefits Admin,Employee Records,Vancouver,HumanResources,42.0,17.69,52.1
1497,1498,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.0,17.69,67.46
1498,1499,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47.0,4.38,101.93
1499,1500,F,Surrey,Benefits Admin,Employee Records,Vancouver,HumanResources,54.0,17.69,150.63
1500,1501,M,Victoria,Dairy Person,Dairy,Victoria,Stores,51.0,5.82,103.97
1501,1502,F,Burns Lake,Store Manager,Store Management,Prince George,Stores,35.0,6.83,38.66
1502,1503,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,30.0,3.8,17.94
1503,1504,F,Ocean Falls,Meat Cutter,Meats,Ocean Falls,Stores,65.0,5.72,189.81
1504,1505,M,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,52.0,4.62,93.82
1505,1506,M,Vananda,Dairy Person,Dairy,Nanaimo,Stores,47.0,5.33,79.87
1506,1507,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,37.0,7.15,92.19
1507,1508,M,Haney,Cashier,Customer Service,Haney,Stores,50.0,5.25,102.76
1508,1509,F,Alexis Creek,Dairy Person,Dairy,Williams Lake,Stores,46.0,4.84,111.41
1509,1510,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,36.0,4.91,51.4
1510,1511,M,Richmond,Dairy Person,Dairy,Richmond,Stores,38.0,3.48,12.27
1511,1512,M,Parson,Meats Manager,Meats,Cranbrook,Stores,34.0,4.41,0.0
1512,1513,F,Richmond,Store Manager,Store Management,Richmond,Stores,4.0,4.68,0.0
1513,1514,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,39.0,5.45,2.1
1514,1515,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,26.0,2.65,0.0
1515,1516,F,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,36.0,17.69,0.0
1516,1517,M,Chilliwack,Compensation Analyst,Compensation,Vancouver,HumanResources,47.0,14.44,69.0
1517,1518,F,Fraser Lake,Dairy Person,Dairy,Prince George,Stores,51.0,4.2,162.59
1518,1519,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,55.0,6.9,76.45
1519,1520,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,51.0,4.21,66.86
1520,1521,M,Port Alberni,Dairy Person,Dairy,Nanaimo,Stores,33.0,4.74,0.0
1521,1522,F,Penticton,Customer Service Manager,Customer Service,Kelowna,Stores,31.0,3.15,22.3
1522,1523,M,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39.0,14.06,36.25
1523,1524,F,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,36.0,11.94,0.0
1524,1525,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,53.0,4.97,124.42
1525,1526,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.0,2.78,40.55
1526,1527,F,Iskut,Dairy Person,Dairy,Terrace,Stores,59.0,2.92,122.13
1527,1528,M,Victoria,Meat Cutter,Meats,Victoria,Stores,54.0,3.63,111.4
1528,1529,M,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,38.0,12.87,0.0
1529,1530,F,Vernon,Customer Service Manager,Customer Service,Vernon,Stores,36.0,4.0,62.1
1530,1531,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,22.0,5.81,0.0
1531,1532,M,Seton Portage,Dairy Person,Dairy,Kamloops,Stores,44.0,5.39,67.08
1532,1533,F,Burnaby,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50.0,1.0,95.25
1533,1534,F,Cranbrook,Produce Manager,Produce,Cranbrook,Stores,54.0,2.71,56.38
1534,1535,M,Richmond,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50.0,11.29,43.88
1535,1536,M,Avola,Processed Foods Manager,Processed Foods,Kamloops,Stores,19.0,4.54,0.0
1536,1537,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,54.0,4.75,109.2
1537,1538,F,New Westminster,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,38.0,3.57,0.0
1538,1539,M,Surrey,Dairy Person,Dairy,Surrey,Stores,49.0,3.01,143.87
1539,1540,M,Rock Creek,Dairy Person,Dairy,Kelowna,Stores,57.0,3.9,76.91
1540,1541,F,Vernon,Meat Cutter,Meats,Vernon,Stores,41.0,7.22,30.92
1541,1542,F,Kimberley,Bakery Manager,Bakery,Cranbrook,Stores,51.0,3.51,149.34
1542,1543,F,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50.0,6.04,74.03
1543,1544,M,Trail,Meats Manager,Meats,Trail,Stores,34.0,2.3,19.18
1544,1545,F,Dawson Creek,Baker,Bakery,Dawson Creek,Stores,50.0,3.94,119.03
1545,1546,M,Courtenay,Processed Foods Manager,Processed Foods,Nanaimo,Stores,64.0,3.72,187.7
1546,1547,F,Campbell River,Customer Service Manager,Customer Service,Nanaimo,Stores,71.0,4.72,224.13
1547,1548,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,33.0,2.41,15.77
1548,1549,M,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,32.0,5.88,0.0
1549,1550,M,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50.0,9.72,52.42
1550,1551,F,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,42.0,4.86,121.16
1551,1552,F,Iskut,Processed Foods Manager,Processed Foods,Terrace,Stores,30.0,6.48,0.0
1552,1553,M,Black Point,Meat Cutter,Meats,Vernon,Stores,54.0,3.94,128.65
1553,1554,M,Victoria,Meat Cutter,Meats,Victoria,Stores,44.0,2.49,115.81
1554,1555,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,32.0,3.97,18.73
1555,1556,M,Kaslo,Dairy Person,Dairy,Cranbrook,Stores,37.0,2.53,35.79
1556,1557,M,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,48.0,0.89,87.67
1557,1558,F,Cranbrook,Processed Foods Manager,Processed Foods,Cranbrook,Stores,39.0,4.88,44.05
1558,1559,M,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,36.0,8.14,0.0
1559,1560,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,33.0,13.55,0.0
1560,1561,F,Richmond,Dairy Person,Dairy,Richmond,Stores,53.0,5.0,139.42
1561,1562,F,Tumbler Ridge,Produce Manager,Produce,Fort St John,Stores,18.0,4.71,0.0
1562,1563,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,46.0,5.98,45.5
1563,1564,F,Willow Point,Produce Manager,Produce,Trail,Stores,48.0,3.29,97.6
1564,1565,M,Trail,Dairy Person,Dairy,Trail,Stores,60.0,1.61,134.82
1565,1566,M,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,52.0,6.56,104.38
1566,1567,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,36.0,6.25,37.67
1567,1568,F,Whistler,Produce Manager,Produce,Squamish,Stores,43.0,2.45,133.5
1568,1569,M,Skookumchuck,Meat Cutter,Meats,Nanaimo,Stores,54.0,3.59,82.02
1569,1570,F,Surrey,Dairy Person,Dairy,Surrey,Stores,43.0,4.89,77.24
1570,1571,F,New Westminster,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,28.0,3.94,0.0
1571,1572,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,43.0,6.88,114.45
1572,1573,M,Midway,Bakery Manager,Bakery,Trail,Stores,47.0,5.28,86.68
1573,1574,M,Midway,Dairy Person,Dairy,Trail,Stores,50.0,5.66,88.24
1574,1575,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,34.0,7.05,22.9
1575,1576,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,34.0,2.81,59.67
1576,1577,M,Mayne Island,Meat Cutter,Meats,Victoria,Stores,24.0,5.03,0.0
1577,1578,F,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,43.0,2.22,76.08
1578,1579,F,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,45.0,11.94,34.29
1579,1580,F,Fort St John,Bakery Manager,Bakery,Fort St John,Stores,37.0,3.7,22.39
1580,1581,M,Whistler,Bakery Manager,Bakery,Squamish,Stores,47.0,7.84,58.26
1581,1582,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,39.0,6.04,31.19
1582,1583,F,Britannia Beach,Dairy Person,Dairy,Squamish,Stores,38.0,3.16,24.5
1583,1584,F,Richmond,Dairy Person,Dairy,Richmond,Stores,49.0,4.42,99.51
1584,1585,M,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,52.0,5.56,84.9
1585,1586,M,Victoria,Meat Cutter,Meats,Victoria,Stores,43.0,6.59,62.72
1586,1587,F,Mcbride,Meats Manager,Meats,Prince George,Stores,47.0,3.31,90.66
1587,1588,M,Victoria,Meat Cutter,Meats,Victoria,Stores,37.0,5.39,5.73
1588,1589,F,Ashcroft,Customer Service Manager,Customer Service,Kamloops,Stores,29.0,3.14,33.36
1589,1590,M,Sparwood,Customer Service Manager,Customer Service,Cranbrook,Stores,42.0,3.16,47.21
1590,1591,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,41.0,6.28,69.61
1591,1592,F,Aldergrove,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,32.0,1.0,0.0
1592,1593,M,Trail,Processed Foods Manager,Processed Foods,Trail,Stores,59.0,4.94,142.44
1593,1594,F,Burnaby,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,36.0,1.0,103.69
1594,1595,F,Port Edward,Customer Service Manager,Customer Service,Terrace,Stores,49.0,5.46,97.74
1595,1596,M,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,62.0,4.99,148.76
1596,1597,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,51.0,3.41,113.92
1597,1598,F,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,47.0,1.0,158.01
1598,1599,M,Surrey,Bakery Manager,Bakery,Surrey,Stores,35.0,5.68,0.0
1599,1600,M,Victoria,Meat Cutter,Meats,Victoria,Stores,24.0,4.75,0.0
1600,1601,F,Surrey,Dairy Person,Dairy,Surrey,Stores,28.0,5.15,11.28
1601,1602,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,64.0,5.5,252.19
1602,1603,F,Vancouver,Store Manager,Store Management,Vancouver,Stores,43.0,6.61,92.85
1603,1604,F,Victoria,Dairy Person,Dairy,Victoria,Stores,30.0,3.42,9.72
1604,1605,M,North Vancouver,Store Manager,Store Management,North Vancouver,Stores,35.0,5.02,0.0
1605,1606,F,Canal Flats,Dairy Person,Dairy,Cranbrook,Stores,42.0,3.28,39.46
1606,1607,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,53.0,3.72,106.53
1607,1608,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,58.0,4.42,137.65
1608,1609,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38.0,5.82,0.0
1609,1610,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,27.0,2.44,0.0
1610,1611,M,Vancouver,Meats Manager,Meats,Vancouver,Stores,56.0,4.16,146.91
1611,1612,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,57.0,4.57,143.07
1612,1613,M,Grand Forks,Store Manager,Store Management,Grand Forks,Stores,37.0,5.88,41.71
1613,1614,M,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,45.0,5.46,5.05
1614,1615,F,West Vancouver,Store Manager,Store Management,West Vancouver,Stores,31.0,2.93,23.41
1615,1616,F,Surrey,Dairy Person,Dairy,Surrey,Stores,48.0,1.81,109.17
1616,1617,F,Victoria,Meat Cutter,Meats,Victoria,Stores,57.0,4.16,160.1
1617,1618,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,32.0,6.04,24.09
1618,1619,F,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,43.0,3.0,96.43
1619,1620,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.0,2.2,21.52
1620,1621,F,Victoria,Meat Cutter,Meats,Victoria,Stores,50.0,4.7,64.99
1621,1622,M,Prince George,Dairy Person,Dairy,Prince George,Stores,44.0,3.73,40.92
1622,1623,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,37.0,2.73,36.97
1623,1624,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,35.0,5.75,52.58
1624,1625,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,50.0,4.36,60.94
1625,1626,M,Victoria,Dairy Person,Dairy,Victoria,Stores,47.0,5.7,72.29
1626,1627,F,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,Stores,50.0,5.37,124.0
1627,1628,F,Wells,Meat Cutter,Meats,Kamloops,Stores,34.0,3.98,4.15
1628,1629,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,26.0,4.52,0.0
1629,1630,M,White Rock,Cashier,Customer Service,White Rock,Stores,32.0,7.15,0.0
1630,1631,F,Vancouver,Customer Service Manager,Customer Service,Vancouver,Stores,52.0,5.14,171.6
1631,1632,F,Prince George,Produce Manager,Produce,Prince George,Stores,35.0,4.81,50.03
1632,1633,F,Parksville,Meat Cutter,Meats,Nanaimo,Stores,25.0,1.02,0.0
1633,1634,F,Burnaby,Meats Manager,Meats,Burnaby,Stores,29.0,5.36,0.0
1634,1635,F,Prince George,Dairy Person,Dairy,Prince George,Stores,31.0,5.09,44.22
1635,1636,M,Burnaby,Produce Manager,Produce,Burnaby,Stores,28.0,3.82,3.98
1636,1637,F,Surrey,Dairy Person,Dairy,Surrey,Stores,14.0,5.02,0.0
1637,1638,F,Vancouver,Store Manager,Store Management,Vancouver,Stores,47.0,3.36,109.41
1638,1639,M,Victoria,Dairy Person,Dairy,Victoria,Stores,33.0,2.52,1.81
1639,1640,M,Peachland,Meat Cutter,Meats,Kelowna,Stores,46.0,3.91,48.16
1640,1641,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,33.0,4.06,0.0
1641,1642,M,Abbotsford,Store Manager,Store Management,Abbotsford,Stores,33.0,4.46,0.0
1642,1643,F,Prince George,Bakery Manager,Bakery,Prince George,Stores,24.0,6.54,0.0
1643,1644,M,Squamish,Dairy Person,Dairy,Squamish,Stores,39.0,5.57,0.0
1644,1645,M,New Westminster,Meats Manager,Meats,New Westminster,Stores,47.0,5.82,90.68
1645,1646,M,Summerland,Dairy Person,Dairy,Kelowna,Stores,50.0,4.81,81.89
1646,1647,M,Prince George,Dairy Person,Dairy,Prince George,Stores,46.0,3.66,71.09
1647,1648,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.0,3.49,113.95
1648,1649,M,Wildwood,Meat Cutter,Meats,Nanaimo,Stores,39.0,5.58,31.28
1649,1650,F,Victoria,Meat Cutter,Meats,Victoria,Stores,43.0,0.96,77.77
1650,1651,F,New Westminster,Produce Manager,Produce,New Westminster,Stores,40.0,4.83,55.97
1651,1652,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,43.0,3.62,18.34
1652,1653,F,Mackenzie,Processed Foods Manager,Processed Foods,Prince George,Stores,22.0,4.1,0.0
1653,1654,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38.0,6.47,0.0
1654,1655,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,32.0,8.11,14.19
1655,1656,F,Vancouver,Meats Manager,Meats,Vancouver,Stores,44.0,4.35,95.0
1656,1657,F,Nelson,Meat Cutter,Meats,Nelson,Stores,39.0,7.53,76.92
1657,1658,M,New Westminster,Bakery Manager,Bakery,New Westminster,Stores,33.0,3.69,5.39
1658,1659,F,Pitt Meadows,Cashier,Customer Service,Pitt Meadows,Stores,32.0,8.65,27.57
1659,1660,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,52.0,3.95,76.12
1660,1661,M,Whistler,Dairy Person,Dairy,Squamish,Stores,39.0,4.49,15.22
1661,1662,M,Trail,Customer Service Manager,Customer Service,Trail,Stores,57.0,3.42,130.31
1662,1663,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,33.0,5.14,38.04
1663,1664,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,27.0,2.44,0.0
1664,1665,M,Salmon Arm,Meat Cutter,Meats,Kamloops,Stores,42.0,4.99,11.5
1665,1666,F,Victoria,Dairy Person,Dairy,Victoria,Stores,41.0,6.83,82.86
1666,1667,F,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,51.0,2.3,128.35
1667,1668,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.0,2.92,158.35
1668,1669,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,25.0,3.82,0.0
1669,1670,M,Port Alice,Meat Cutter,Meats,Nanaimo,Stores,56.0,6.38,103.87
1670,1671,M,Dragon Lake,Bakery Manager,Bakery,Quesnel,Stores,50.0,0.83,69.42
1671,1672,F,Aldergrove,Store Manager,Store Management,Aldergrove,Stores,44.0,2.89,63.89
1672,1673,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,26.0,4.3,0.0
1673,1674,F,New Westminster,Processed Foods Manager,Processed Foods,New Westminster,Stores,31.0,5.98,0.38
1674,1675,M,Duncan,Cashier,Customer Service,Quesnel,Stores,32.0,5.76,0.0
1675,1676,M,Hazelton,Dairy Person,Dairy,Terrace,Stores,65.0,6.28,143.14
1676,1677,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,49.0,2.89,114.16
1677,1678,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,47.0,6.92,98.8
1678,1679,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,44.0,6.18,58.76
1679,1680,F,Iskut,Meat Cutter,Meats,Terrace,Stores,50.0,5.32,119.86
1680,1681,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,56.0,7.58,124.25
1681,1682,M,Logan Lake,Meat Cutter,Meats,Kamloops,Stores,43.0,8.04,42.09
1682,1683,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,54.0,6.4,127.93
1683,1684,F,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,Stores,34.0,2.72,62.84
1684,1685,M,Port Renfrew,Dairy Person,Dairy,Victoria,Stores,34.0,1.83,9.05
1685,1686,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38.0,4.06,53.24
1686,1687,F,Aldergrove,Meats Manager,Meats,Aldergrove,Stores,51.0,2.45,82.0
1687,1688,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,48.0,7.12,106.5
1688,1689,M,Duncan,Cashier,Customer Service,Quesnel,Stores,32.0,6.4,54.12
1689,1690,F,Quesnel,Dairy Person,Dairy,Quesnel,Stores,37.0,5.57,38.45
1690,1691,F,Tappen,Meat Cutter,Meats,Vernon,Stores,39.0,3.8,59.06
1691,1692,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,53.0,2.67,125.7
1692,1693,F,Aiyansh,Meat Cutter,Meats,Terrace,Stores,43.0,1.87,74.43
1693,1694,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,48.0,3.1,81.6
1694,1695,F,Vancouver,Customer Service Manager,Customer Service,Vancouver,Stores,39.0,3.93,15.32
1695,1696,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,43.0,3.68,47.14
1696,1697,M,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,35.0,7.58,0.0
1697,1698,M,Crawford Bay,Dairy Person,Dairy,Cranbrook,Stores,44.0,5.81,45.15
1698,1699,M,Vancouver,Store Manager,Store Management,Vancouver,Stores,43.0,4.74,19.19
1699,1700,M,Chemainus,Meat Cutter,Meats,Victoria,Stores,42.0,3.81,91.32
1700,1701,F,Haney,Cashier,Customer Service,Haney,Stores,37.0,2.26,85.22
1701,1702,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,52.0,4.9,102.65
1702,1703,F,Vancouver,Meats Manager,Meats,Vancouver,Stores,43.0,6.6,72.13
1703,1704,F,Terrace,Dairy Person,Dairy,Terrace,Stores,32.0,6.71,51.91
1704,1705,M,Richmond,Meats Manager,Meats,Richmond,Stores,35.0,5.48,14.47
1705,1706,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,41.0,4.86,58.67
1706,1707,M,Surrey,Dairy Person,Dairy,Surrey,Stores,40.0,1.85,38.68
1707,1708,M,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,53.0,1.76,129.54
1708,1709,M,Crawford Bay,Dairy Person,Dairy,Cranbrook,Stores,46.0,3.1,87.96
1709,1710,M,Vanderhoof,Customer Service Manager,Customer Service,Prince George,Stores,27.0,3.98,0.0
1710,1711,M,Port Renfrew,Meat Cutter,Meats,Victoria,Stores,49.0,4.01,132.25
1711,1712,F,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,22.0,2.5,4.69
1712,1713,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,35.0,4.15,15.69
1713,1714,M,Taylor,Dairy Person,Dairy,Fort St John,Stores,36.0,1.98,35.9
1714,1715,F,Richmond,Produce Manager,Produce,Richmond,Stores,32.0,4.4,14.04
1715,1716,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,37.0,6.21,0.0
1716,1717,F,Sparwood,Meat Cutter,Meats,Cranbrook,Stores,49.0,4.12,93.45
1717,1718,F,Vernon,Meat Cutter,Meats,Vernon,Stores,50.0,4.55,80.85
1718,1719,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,52.0,2.69,72.05
1719,1720,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,36.0,6.52,48.03
1720,1721,M,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,35.0,7.88,13.59
1721,1722,M,Victoria,Meat Cutter,Meats,Victoria,Stores,31.0,5.7,26.61
1722,1723,M,Grand Forks,Dairy Person,Dairy,Grand Forks,Stores,57.0,5.69,123.24
1723,1724,F,Ganges,Dairy Person,Dairy,Victoria,Stores,36.0,4.08,44.73
1724,1725,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,53.0,3.45,105.15
