EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Age,LengthService,AbsentHours,State,Counties,Latitude,Longitude
1446,F,Vernon,Bakery Manager,Bakery,Vernon,51.07950558,5.461382177,97.28657695,CT,Tolland,41.838,-72.457
1447,M,White Rock,Labor Relations Analyst,Labor Relations,Vancouver,48.15581,6.925135,73.82479447,SD,Roberts,45.925,-96.576
1453,M,Oliver,Dairy Person,Dairy,Kelowna,37.60576372,3.296521622,47.06631087,WI,Douglas,46.649,-92.188
1457,M,Vancouver,Cashier,Customer Service,Vancouver,44.34138218,4.166339668,90.5038811,WA,Clark,45.63,-122.677
1461,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,54.02358,31.898107,107.140599,WA,Clark,45.63,-122.677
1462,M,Vancouver,Cashier,Customer Service,Vancouver,45.62504149,5.970487941,59.77611358,WA,Clark,45.63,-122.677
1464,M,Vancouver,Cashier,Customer Service,Vancouver,26.08875406,1.749744558,0,WA,Clark,45.63,-122.677
1467,F,Vancouver,Cashier,Customer Service,Vancouver,35.01431665,5.899703565,0.736393853,WA,Clark,45.63,-122.677
1468,F,Vancouver,Cashier,Customer Service,Vancouver,44.24259686,4.501998639,83.50761493,WA,Clark,45.63,-122.677
1469,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,41.79001,11.892066,0,WA,Clark,45.63,-122.677
1472,M,Surrey,Dairy Person,Dairy,Surrey,63.94739889,3.425873758,132.7733698,ND,Ward,48.236,-101.133
1473,F,Surrey,Dairy Person,Dairy,Surrey,40.76341984,6.176922737,83.77301342,ND,Ward,48.236,-101.133
1480,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,61.76038,17.69251443,86.67103157,WA,Clark,45.63,-122.677
1482,M,Duncan,Produce Manager,Produce,Quesnel,61.21578508,2.249187174,116.1338993,OK,Stephens,34.502,-97.958
1485,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,37.65633,17.69246234,75.15845628,WA,Clark,45.63,-122.677
1489,F,Victoria,Processed Foods Manager,Processed Foods,Victoria,46.97137266,4.602201463,63.43560663,TX,Victoria,28.799,-97.006
1490,F,Armstrong,Dairy Person,Dairy,Vernon,47.36789808,3.005763906,105.9357318,IA,Emmet,43.394,-94.483
1494,M,Victoria,Meat Cutter,Meats,Victoria,31.06569876,3.762903741,0,TX,Victoria,28.799,-97.006
1498,F,Vancouver,Benefits Admin,Employee Records,Vancouver,49.16356,17.69235815,67.46468364,WA,Clark,45.63,-122.677
1499,F,Victoria,Meat Cutter,Meats,Victoria,47.04805619,4.379648234,101.9259527,TX,Victoria,28.799,-97.006
1500,F,Surrey,Benefits Admin,Employee Records,Vancouver,54.02358,17.69230606,150.626281,ND,Ward,48.236,-101.133
1501,M,Victoria,Dairy Person,Dairy,Victoria,51.20913323,5.815293122,103.9698686,TX,Victoria,28.799,-97.006
1511,M,Richmond,Dairy Person,Dairy,Richmond,37.57064577,3.482237059,12.27249277,VA,Richmond (city),37.546,-77.453
1519,M,Vancouver,Cashier,Customer Service,Vancouver,55.35519238,6.901827666,76.45006398,WA,Clark,45.63,-122.677
1520,M,Vancouver,Cashier,Customer Service,Vancouver,50.71732512,4.207988296,66.85704382,WA,Clark,45.63,-122.677
1526,F,Vancouver,Cashier,Customer Service,Vancouver,34.54434356,2.78118643,40.54624038,WA,Clark,45.63,-122.677
1528,M,Victoria,Meat Cutter,Meats,Victoria,54.19406321,3.634907881,111.3969266,TX,Victoria,28.799,-97.006
1529,M,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,37.58771,12.8691928,0,WA,Clark,45.63,-122.677
1530,F,Vernon,Customer Service Manager,Customer Service,Vernon,36.28255485,4.004739308,62.10166491,CT,Tolland,41.838,-72.457
1535,M,Richmond,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,50.35583,11.292913,43.88459795,VA,Richmond (city),37.546,-77.453
1539,M,Surrey,Dairy Person,Dairy,Surrey,48.92708862,3.006986995,143.8674774,ND,Ward,48.236,-101.133
1540,M,Rock Creek,Dairy Person,Dairy,Kelowna,56.79286267,3.903631072,76.91005608,MN,Pine,45.765,-92.903
1541,F,Vernon,Meat Cutter,Meats,Vernon,41.10283822,7.222626801,30.91999929,CT,Tolland,41.838,-72.457
1543,F,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,50.49203,6.03801,74.03112434,WA,Clark,45.63,-122.677
1544,M,Trail,Meats Manager,Meats,Trail,34.36894057,2.297133308,19.17839314,MN,Polk,47.783,-95.698
1546,M,Courtenay,Processed Foods Manager,Processed Foods,Nanaimo,64.3230608,3.718960056,187.6991758,ND,Stutsman,47.224,-98.569
1550,M,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,50.35583,9.7166332,52.41725143,WA,Clark,45.63,-122.677
1554,M,Victoria,Meat Cutter,Meats,Victoria,44.22842278,2.488781633,115.8145948,TX,Victoria,28.799,-97.006
1560,F,Vancouver,Auditor,Audit,Vancouver,33.13455,13.551033,0,WA,Clark,45.63,-122.677
1563,M,Vancouver,Cashier,Customer Service,Vancouver,46.09097808,5.976342611,45.49974006,WA,Clark,45.63,-122.677
1565,M,Trail,Dairy Person,Dairy,Trail,60.10048711,1.605054936,134.8159738,MN,Polk,47.783,-95.698
1573,M,Midway,Bakery Manager,Bakery,Trail,47.13477486,5.283380223,86.68123298,UT,Wasatch,40.518,-111.475
1574,M,Midway,Dairy Person,Dairy,Trail,50.1787782,5.659582946,88.23736624,UT,Wasatch,40.518,-111.475
1576,M,Vancouver,Cashier,Customer Service,Vancouver,34.02589406,2.814045513,59.66601999,WA,Clark,45.63,-122.677
1578,F,Vancouver,Accounting Clerk,Accounting,Vancouver,43.14849,2.217576,76.07563798,WA,Clark,45.63,-122.677
1585,M,Courtenay,Meat Cutter,Meats,Nanaimo,51.52067511,5.555116228,84.89864401,ND,Stutsman,47.224,-98.569
1586,M,Victoria,Meat Cutter,Meats,Victoria,42.8343336,6.593772268,62.72179805,TX,Victoria,28.799,-97.006
1593,M,Trail,Processed Foods Manager,Processed Foods,Trail,58.88939662,4.936829242,142.4361977,MN,Polk,47.783,-95.698
1597,M,Vancouver,Investment Analyst,Investment,Vancouver,50.89984,3.411514,113.9210127,WA,Clark,45.63,-122.677
1598,F,Surrey,Investment Analyst,Investment,Vancouver,47.21607,1,158.0095958,ND,Ward,48.236,-101.133
1599,M,Surrey,Bakery Manager,Bakery,Surrey,35.45498804,5.677881319,0,ND,Ward,48.236,-101.133
1600,M,Victoria,Meat Cutter,Meats,Victoria,23.7490071,4.747335836,0,TX,Victoria,28.799,-97.006
1601,F,Surrey,Dairy Person,Dairy,Surrey,27.82595474,5.15236987,11.28358254,ND,Ward,48.236,-101.133
1604,F,Victoria,Dairy Person,Dairy,Victoria,29.81257159,3.42004528,9.716189432,TX,Victoria,28.799,-97.006
1607,M,Vancouver,Cashier,Customer Service,Vancouver,52.64493698,3.719226996,106.5314936,WA,Clark,45.63,-122.677
1608,F,Vancouver,Cashier,Customer Service,Vancouver,57.56830351,4.419523622,137.6513291,WA,Clark,45.63,-122.677
1609,M,Vancouver,Cashier,Customer Service,Vancouver,38.20213694,5.815846175,0,WA,Clark,45.63,-122.677
1611,M,Vancouver,Meats Manager,Meats,Vancouver,56.28341478,4.162559831,146.9058794,WA,Clark,45.63,-122.677
1612,F,Vancouver,Produce Manager,Produce,Vancouver,57.07690599,4.572237539,143.0715644,WA,Clark,45.63,-122.677
1613,M,Grand Forks,Store Manager,Store Management,Grand Forks,36.93262724,5.878971795,41.70783489,ND,Grand Forks,47.924,-97.031
1616,F,Surrey,Dairy Person,Dairy,Surrey,48.12294144,1.805860081,109.169773,ND,Ward,48.236,-101.133
1617,F,Victoria,Meat Cutter,Meats,Victoria,56.90848153,4.159893186,160.1006454,TX,Victoria,28.799,-97.006
1618,F,Vancouver,Bakery Manager,Bakery,Vancouver,31.62154774,6.036987781,24.09034041,WA,Clark,45.63,-122.677
1620,M,Vancouver,Cashier,Customer Service,Vancouver,34.90059037,2.200603025,21.51754142,WA,Clark,45.63,-122.677
1621,F,Victoria,Meat Cutter,Meats,Victoria,50.41721406,4.698172087,64.99179983,TX,Victoria,28.799,-97.006
1623,M,Vancouver,Cashier,Customer Service,Vancouver,36.9033031,2.733491426,36.96808278,WA,Clark,45.63,-122.677
1626,M,Victoria,Dairy Person,Dairy,Victoria,46.74495644,5.703258269,72.29406456,TX,Victoria,28.799,-97.006
1627,F,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,50.22507404,5.373331279,124.0014847,WA,Clark,45.63,-122.677
1628,F,Wells,Meat Cutter,Meats,Kamloops,34.22408942,3.983682024,4.152730152,ME,York,43.326,-70.635
1633,F,Parksville,Meat Cutter,Meats,Nanaimo,24.85459115,1.020184328,0,SC,McCormick,33.786,-82.217
1637,F,Surrey,Dairy Person,Dairy,Surrey,13.94036223,5.015194604,0,ND,Ward,48.236,-101.133
1638,F,Vancouver,Store Manager,Store Management,Vancouver,47.24782143,3.358620955,109.4073619,WA,Clark,45.63,-122.677
1639,M,Victoria,Dairy Person,Dairy,Victoria,32.57308559,2.515101624,1.80623103,TX,Victoria,28.799,-97.006
1640,M,Peachland,Meat Cutter,Meats,Kelowna,45.72044444,3.912840237,48.15769642,NC,Anson,34.993,-80.266
1649,M,Wildwood,Meat Cutter,Meats,Nanaimo,38.65027202,5.575493321,31.28151384,MO,St. Louis,38.597,-90.64
1650,F,Victoria,Meat Cutter,Meats,Victoria,43.26056437,0.963442779,77.77028695,TX,Victoria,28.799,-97.006
1654,M,Vancouver,Cashier,Customer Service,Vancouver,38.10977405,6.466156286,0,WA,Clark,45.63,-122.677
1657,F,Nelson,Meat Cutter,Meats,Nelson,39.37750843,7.534725744,76.91674531,GA,Cherokee;Pickens,34.38,-84.372
1663,F,Vancouver,Cashier,Customer Service,Vancouver,33.32168971,5.135296485,38.03830304,WA,Clark,45.63,-122.677
1664,F,Vancouver,Produce Manager,Produce,Vancouver,27.48168198,2.436426376,0,WA,Clark,45.63,-122.677
1666,F,Victoria,Dairy Person,Dairy,Victoria,41.02080897,6.832054224,82.85669968,TX,Victoria,28.799,-97.006
1675,M,Duncan,Cashier,Customer Service,Quesnel,31.64907473,5.764774117,0,OK,Stephens,34.502,-97.958
1676,M,Hazelton,Dairy Person,Dairy,Terrace,64.74743075,6.276745821,143.1442849,ID,Jerome,42.595,-114.137
1678,F,Vancouver,Cashier,Customer Service,Vancouver,47.13065759,6.923995483,98.79784712,WA,Clark,45.63,-122.677
1679,M,Vancouver,Cashier,Customer Service,Vancouver,43.84557132,6.184248734,58.7567821,WA,Clark,45.63,-122.677
1683,M,Vancouver,Dairy Person,Dairy,Vancouver,53.73202175,6.400085013,127.9252719,WA,Clark,45.63,-122.677
1684,F,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,34.47032056,2.719517208,62.84446425,WA,Clark,45.63,-122.677
1689,M,Duncan,Cashier,Customer Service,Quesnel,32.3379476,6.395795375,54.12422153,OK,Stephens,34.502,-97.958
1692,M,Vancouver,Cashier,Customer Service,Vancouver,52.91852779,2.67030882,125.701118,WA,Clark,45.63,-122.677
1695,F,Vancouver,Customer Service Manager,Customer Service,Vancouver,38.90153463,3.930887875,15.31847784,WA,Clark,45.63,-122.677
1696,M,Vancouver,Cashier,Customer Service,Vancouver,43.02760084,3.678003701,47.13795231,WA,Clark,45.63,-122.677
1702,F,Vancouver,Cashier,Customer Service,Vancouver,51.6518285,4.901930774,102.6531114,WA,Clark,45.63,-122.677
1703,F,Vancouver,Meats Manager,Meats,Vancouver,42.94176999,6.6022294,72.12783749,WA,Clark,45.63,-122.677
1714,M,Taylor,Dairy Person,Dairy,Fort St John,36.1603948,1.982701101,35.90239518,MI,Wayne,42.241,-83.27
1718,F,Vernon,Meat Cutter,Meats,Vernon,50.03964566,4.554740567,80.84716698,CT,Tolland,41.838,-72.457
1723,M,Grand Forks,Dairy Person,Dairy,Grand Forks,57.42901069,5.688900288,123.2358931,ND,Grand Forks,47.924,-97.031
1725,F,Vancouver,Cashier,Customer Service,Vancouver,53.18973735,3.452650761,105.150326,WA,Clark,45.63,-122.677
1734,F,Vancouver,Customer Service Manager,Customer Service,Vancouver,32.13974471,4.270119657,0,WA,Clark,45.63,-122.677
1736,M,Vancouver,Store Manager,Store Management,Vancouver,45.44643927,6.520645926,48.77847426,WA,Clark,45.63,-122.677
1741,M,Vancouver,Meats Manager,Meats,Vancouver,56.6689191,4.742245484,94.81227249,WA,Clark,45.63,-122.677
1744,F,Richmond,Dairy Person,Dairy,Richmond,46.53511802,6.443829319,40.72708278,VA,Richmond (city),37.546,-77.453
1746,M,Vancouver,Cashier,Customer Service,Vancouver,53.51407418,3.975351415,120.7952402,WA,Clark,45.63,-122.677
1748,F,Creston,Dairy Person,Dairy,Cranbrook,43.82088008,4.770995407,141.7715129,IA,Union,41.06,-94.365
1753,F,Vancouver,Cashier,Customer Service,Vancouver,39.82486591,5.442831744,62.74821652,WA,Clark,45.63,-122.677
1760,F,Duncan,Dairy Person,Dairy,Quesnel,51.35681146,4.585723985,90.71162193,OK,Stephens,34.502,-97.958
1762,F,Peachland,Meat Cutter,Meats,Kelowna,35.895266,4.002715356,78.69373542,NC,Anson,34.993,-80.266
1764,M,Vancouver,Cashier,Customer Service,Vancouver,47.66756271,4.452791398,58.47664412,WA,Clark,45.63,-122.677
1766,F,Victoria,Dairy Person,Dairy,Victoria,44.24223998,3.506548989,29.29419647,TX,Victoria,28.799,-97.006
1768,M,Langley,Store Manager,Store Management,Langley,28.34328858,3.976020133,0,WA,Island,48.034,-122.408
1770,M,Vancouver,Dairy Person,Dairy,Vancouver,44.88706541,5.566154992,39.15852123,WA,Clark,45.63,-122.677
1775,M,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,34.62205844,7.253804961,8.017058262,WA,Clark,45.63,-122.677
1780,F,Vancouver,Store Manager,Store Management,Vancouver,44.10330834,8.318414306,52.96355378,WA,Clark,45.63,-122.677
1781,F,Vancouver,Meats Manager,Meats,Vancouver,43.87334981,2.668233706,79.96533747,WA,Clark,45.63,-122.677
1783,F,Victoria,Meat Cutter,Meats,Victoria,30.00857285,4.111412603,0,TX,Victoria,28.799,-97.006
1784,M,Victoria,Meat Cutter,Meats,Victoria,51.68227077,4.563104216,61.68950187,TX,Victoria,28.799,-97.006
1787,F,Vancouver,Produce Manager,Produce,Vancouver,39.32636903,2.467960727,61.12462991,WA,Clark,45.63,-122.677
1789,F,Victoria,Meat Cutter,Meats,Victoria,31.27631862,3.835410791,0,TX,Victoria,28.799,-97.006
1795,F,Vancouver,Dairy Person,Dairy,Vancouver,29.29000332,3.48053131,22.40062831,WA,Clark,45.63,-122.677
1798,M,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,46.71324398,4.911262528,98.2018266,WA,Clark,45.63,-122.677
1799,M,Vancouver,Customer Service Manager,Customer Service,Vancouver,45.02135353,4.480070879,25.05014403,WA,Clark,45.63,-122.677
1802,F,Surrey,Processed Foods Manager,Processed Foods,Surrey,36.81491448,6.383634885,38.80109681,ND,Ward,48.236,-101.133
1803,F,Vancouver,Meat Cutter,Meats,Vancouver,41.73812034,5.700006707,37.86079273,WA,Clark,45.63,-122.677
1804,F,Vancouver,Meat Cutter,Meats,Vancouver,39.09533954,0.692931421,51.0674025,WA,Clark,45.63,-122.677
1805,F,Vancouver,Cashier,Customer Service,Vancouver,48.12378321,6.330306681,99.93390949,WA,Clark,45.63,-122.677
1806,F,Surrey,Customer Service Manager,Customer Service,Surrey,53.26486293,4.03960339,133.5506759,ND,Ward,48.236,-101.133
1807,F,Forest Grove,Meat Cutter,Meats,Kamloops,30.43819371,5.578664631,0,OR,Washington,45.52,-123.112
1809,F,White Rock,Dairy Person,Dairy,White Rock,48.6397372,2.811921712,67.11658505,SD,Roberts,45.925,-96.576
1813,M,Vancouver,Cashier,Customer Service,Vancouver,24.04487283,6.249423098,0,WA,Clark,45.63,-122.677
1817,M,Abbotsford,Produce Manager,Produce,Abbotsford,25.71012325,3.185964086,0,WI,Clark;Marathon,44.944,-90.315
1818,M,Vernon,Meat Cutter,Meats,Vernon,64.6540174,4.496932394,146.845156,CT,Tolland,41.838,-72.457
1819,F,Vancouver,Cashier,Customer Service,Vancouver,40.89353237,2.907187772,44.71198876,WA,Clark,45.63,-122.677
1824,M,Victoria,Dairy Person,Dairy,Victoria,40.98584648,5.583436507,6.941161115,TX,Victoria,28.799,-97.006
1825,F,Creston,Meat Cutter,Meats,Cranbrook,44.01639102,3.410717925,77.79992912,IA,Union,41.06,-94.365
1827,F,Langley,Meats Manager,Meats,Langley,36.50364351,4.043271172,0,WA,Island,48.034,-122.408
1831,M,Rutland,Meat Cutter,Meats,Kelowna,51.67769354,3.302042202,79.89371096,VT,Rutland,43.61,-72.972
1832,F,Vancouver,Cashier,Customer Service,Vancouver,43.40961278,5.738482122,13.03331925,WA,Clark,45.63,-122.677
1836,M,Victoria,Meat Cutter,Meats,Victoria,42.79397262,4.012556849,44.54520392,TX,Victoria,28.799,-97.006
1839,F,Vancouver,Meat Cutter,Meats,Vancouver,39.92438192,3.715268706,59.88469841,WA,Clark,45.63,-122.677
1840,M,Vancouver,Meat Cutter,Meats,Vancouver,42.91600353,2.986192333,35.94826994,WA,Clark,45.63,-122.677
1846,M,Victoria,Meat Cutter,Meats,Victoria,34.98488307,4.560585799,9.39896775,TX,Victoria,28.799,-97.006
1847,F,Langley,Dairy Person,Dairy,Langley,30.11227189,2.517436919,0,WA,Island,48.034,-122.408
1854,F,Langley,Dairy Person,Dairy,Langley,46.61627362,4.454020552,78.08908233,WA,Island,48.034,-122.408
1855,F,Victoria,Meat Cutter,Meats,Victoria,48.11320722,3.585588657,92.20547676,TX,Victoria,28.799,-97.006
1859,M,White Rock,Store Manager,Store Management,White Rock,50.80367613,4.834174012,81.59105147,SD,Roberts,45.925,-96.576
1861,F,Vancouver,Cashier,Customer Service,Vancouver,55.88706312,6.899059648,143.0609447,WA,Clark,45.63,-122.677
1862,F,Surrey,Meat Cutter,Meats,Surrey,53.93780948,4.872762835,117.2395559,ND,Ward,48.236,-101.133
1865,M,Victoria,Meat Cutter,Meats,Victoria,37.17093479,3.675688732,35.5028843,TX,Victoria,28.799,-97.006
1869,M,Richmond,Bakery Manager,Bakery,Richmond,34.69500346,5.558740939,17.52620808,VA,Richmond (city),37.546,-77.453
1871,F,Vancouver,Meat Cutter,Meats,Vancouver,46.50935021,3.52331091,106.5949822,WA,Clark,45.63,-122.677
1874,F,Sardis,Dairy Person,Dairy,Chilliwack,50.15322925,5.417520092,84.63698178,MS,Panola,34.436,-89.911
1880,F,Surrey,Meat Cutter,Meats,Surrey,57.81088713,6.859244429,134.8852288,ND,Ward,48.236,-101.133
1882,F,Vernon,Meat Cutter,Meats,Vernon,43.62350719,5.13948,74.71181122,CT,Tolland,41.838,-72.457
1885,F,Vancouver,Meat Cutter,Meats,Vancouver,28.5504456,5.401013322,0,WA,Clark,45.63,-122.677
1887,M,White Rock,Dairy Person,Dairy,White Rock,49.52740454,4.006295829,74.20346355,SD,Roberts,45.925,-96.576
1890,F,Abbotsford,Meat Cutter,Meats,Abbotsford,23.22616797,5.08203937,0,WI,Clark;Marathon,44.944,-90.315
1894,F,White Rock,Meat Cutter,Meats,White Rock,59.61591064,3.317481593,164.4815582,SD,Roberts,45.925,-96.576
1898,M,Abbotsford,Bakery Manager,Bakery,Abbotsford,45.5479828,3.642271719,36.03846369,WI,Clark;Marathon,44.944,-90.315
1903,F,Surrey,Dairy Person,Dairy,Surrey,46.82952017,3.997727514,102.2702055,ND,Ward,48.236,-101.133
1904,M,Surrey,Meat Cutter,Meats,Surrey,50.14188482,3.820837115,60.94866774,ND,Ward,48.236,-101.133
1907,M,Surrey,Meat Cutter,Meats,Surrey,30.85295835,6.189927909,19.80286347,ND,Ward,48.236,-101.133
1909,M,Vancouver,Meat Cutter,Meats,Vancouver,46.40075259,6.644803436,68.53941091,WA,Clark,45.63,-122.677
1913,F,Vancouver,Cashier,Customer Service,Vancouver,42.62135301,4.938215177,74.38386077,WA,Clark,45.63,-122.677
1915,F,Vancouver,Meat Cutter,Meats,Vancouver,34.79248675,5.661970302,3.984746392,WA,Clark,45.63,-122.677
1916,F,Surrey,Meat Cutter,Meats,Surrey,46.22959308,3.516870408,99.62233927,ND,Ward,48.236,-101.133
1917,M,Vancouver,Cashier,Customer Service,Vancouver,40.22487668,5.3590961,56.36517187,WA,Clark,45.63,-122.677
1918,F,Victoria,Dairy Person,Dairy,Victoria,55.32113826,6.562660392,134.4320028,TX,Victoria,28.799,-97.006
1921,F,Vancouver,Meat Cutter,Meats,Vancouver,45.29543575,4.63591697,37.4068238,WA,Clark,45.63,-122.677
1926,F,Vancouver,Meat Cutter,Meats,Vancouver,29.37309612,4.078168189,34.66121192,WA,Clark,45.63,-122.677
1928,M,Vancouver,Meat Cutter,Meats,Vancouver,30.27899588,1.293856767,14.55944321,WA,Clark,45.63,-122.677
1930,M,Victoria,Dairy Person,Dairy,Victoria,32.43883728,2.58944404,0,TX,Victoria,28.799,-97.006
1931,M,Vancouver,Meat Cutter,Meats,Vancouver,45.49778665,4.781034344,52.28132095,WA,Clark,45.63,-122.677
1934,M,Vancouver,Meat Cutter,Meats,Vancouver,27.26770952,5.519269733,0,WA,Clark,45.63,-122.677
1935,M,Vancouver,Cashier,Customer Service,Vancouver,24.26879308,3.049693567,0,WA,Clark,45.63,-122.677
1939,M,Langley,Dairy Person,Dairy,Langley,43.84295413,6.26909504,13.94234328,WA,Island,48.034,-122.408
1944,M,Victoria,Meat Cutter,Meats,Victoria,47.55631203,4.240371688,122.3764328,TX,Victoria,28.799,-97.006
1945,F,Surrey,Meat Cutter,Meats,Surrey,15.84257283,3.41228954,0,ND,Ward,48.236,-101.133
1946,M,Vancouver,Meat Cutter,Meats,Vancouver,32.62754932,5.558620254,0.015984618,WA,Clark,45.63,-122.677
1949,M,Richmond,Dairy Person,Dairy,Richmond,42.82390389,4.296773866,54.07396584,VA,Richmond (city),37.546,-77.453
1952,F,Duncan,Dairy Person,Dairy,Quesnel,57.60243053,6.571685757,140.3673166,OK,Stephens,34.502,-97.958
1953,F,Surrey,Meat Cutter,Meats,Surrey,34.66884287,3.99102056,45.13057765,ND,Ward,48.236,-101.133
1955,M,Victoria,Meat Cutter,Meats,Victoria,51.82087717,4.815895463,70.42260414,TX,Victoria,28.799,-97.006
1956,M,Victoria,Meat Cutter,Meats,Victoria,43.86378981,2.180327741,107.015005,TX,Victoria,28.799,-97.006
1958,F,Vancouver,Cashier,Customer Service,Vancouver,52.98074316,2.968868547,125.4413427,WA,Clark,45.63,-122.677
1961,M,Vancouver,Meat Cutter,Meats,Vancouver,56.17904999,4.632056692,119.5558886,WA,Clark,45.63,-122.677
1966,M,Vernon,Meat Cutter,Meats,Vernon,43.60605929,3.10364486,20.09328976,CT,Tolland,41.838,-72.457
1969,F,Blue River,Cashier,Customer Service,Blue River,51.00126065,4.227171389,121.1380638,CO,Summit,39.447,-106.038
1970,F,Surrey,Meat Cutter,Meats,Surrey,41.24253724,2.121118696,46.2126272,ND,Ward,48.236,-101.133
1972,F,Vancouver,Meat Cutter,Meats,Vancouver,38.08765249,4.348830651,29.06194428,WA,Clark,45.63,-122.677
1973,M,Vancouver,Meat Cutter,Meats,Vancouver,43.77921633,3.058054891,95.70069069,WA,Clark,45.63,-122.677
1978,F,Abbotsford,Processed Foods Manager,Processed Foods,Abbotsford,30.5012917,3.563761327,27.08492361,WI,Clark;Marathon,44.944,-90.315
1981,M,Surrey,Meat Cutter,Meats,Surrey,51.15676885,5.641297334,107.2322114,ND,Ward,48.236,-101.133
1989,M,Lakeview Heights,Meat Cutter,Meats,Kelowna,53.78460582,5.792404641,124.7847768,KY,Rowan,38.152,-83.506
1991,M,Vernon,Meat Cutter,Meats,Vernon,26.73522731,3.81345639,0,CT,Tolland,41.838,-72.457
1992,M,Vancouver,Produce Clerk,Produce,Vancouver,42.054885,5.564936772,21.35773016,WA,Clark,45.63,-122.677
1993,M,Langley,Dairy Person,Dairy,Langley,51.34818091,5.64830574,125.6311357,WA,Island,48.034,-122.408
1994,M,Vancouver,Produce Clerk,Produce,Vancouver,43.81658202,4.172781184,65.64606004,WA,Clark,45.63,-122.677
1996,M,Vancouver,Produce Clerk,Produce,Vancouver,34.71989673,4.280778747,28.87413059,WA,Clark,45.63,-122.677
1997,M,Richmond,Dairy Person,Dairy,Richmond,47.59857937,3.993728928,62.66050569,VA,Richmond (city),37.546,-77.453
2003,M,Langley,Processed Foods Manager,Processed Foods,Langley,47.349964,5.381569121,118.8271208,WA,Island,48.034,-122.408
2020,M,Vernon,Meat Cutter,Meats,Vernon,34.31260948,3.214865868,2.273817097,CT,Tolland,41.838,-72.457
2029,F,Langley,Dairy Person,Dairy,Langley,39.85466222,3.261541973,64.56025847,WA,Island,48.034,-122.408
2031,M,Vancouver,Dairy Person,Dairy,Vancouver,48.80398211,4.307390185,71.04634646,WA,Clark,45.63,-122.677
2032,M,Vancouver,Dairy Person,Dairy,Vancouver,49.65683766,4.921041582,72.31083265,WA,Clark,45.63,-122.677
2033,M,Sorrento,Meat Cutter,Meats,Kamloops,50.07414077,2.895711422,100.0823786,LA,Ascension,30.186,-90.869
2034,M,Pemberton,Meat Cutter,Meats,Squamish,31.85041294,3.680442645,6.695626287,NJ,Burlington,39.948,-74.587
2035,M,Vancouver,Dairy Person,Dairy,Vancouver,47.53765535,4.118329289,69.01600253,WA,Clark,45.63,-122.677
2043,F,Vancouver,Dairy Person,Dairy,Vancouver,54.04043307,5.01478716,144.564954,WA,Clark,45.63,-122.677
2044,M,Vancouver,Produce Clerk,Produce,Vancouver,48.61888494,6.519873099,25.80173937,WA,Clark,45.63,-122.677
2045,F,Abbotsford,Meat Cutter,Meats,Abbotsford,52.2020161,3.159726076,163.6961669,WI,Clark;Marathon,44.944,-90.315
2046,M,Surrey,Meat Cutter,Meats,Surrey,55.62212318,5.534570968,61.89997565,ND,Ward,48.236,-101.133
2047,F,Vancouver,Produce Clerk,Produce,Vancouver,49.42002661,5.872508343,101.7920905,WA,Clark,45.63,-122.677
2048,M,Vancouver,Produce Clerk,Produce,Vancouver,47.63879668,6.613097766,86.67882756,WA,Clark,45.63,-122.677
2049,F,Duncan,Meat Cutter,Meats,Quesnel,20.1414963,4.852321541,0,OK,Stephens,34.502,-97.958
2050,F,Vancouver,Produce Clerk,Produce,Vancouver,39.1341984,2.833840913,70.51901208,WA,Clark,45.63,-122.677
2051,F,Vancouver,Dairy Person,Dairy,Vancouver,64.11340727,6.954374909,172.0298032,WA,Clark,45.63,-122.677
2052,F,Duncan,Dairy Person,Dairy,Quesnel,29.19568422,3.733399207,0,OK,Stephens,34.502,-97.958
2055,M,Midway,Meat Cutter,Meats,Trail,28.71041089,5.614235901,0,UT,Wasatch,40.518,-111.475
2056,M,Sorrento,Meat Cutter,Meats,Kamloops,59.98745536,6.407662516,148.5287282,LA,Ascension,30.186,-90.869
2059,M,Langley,Dairy Person,Dairy,Langley,31.73408769,8.760520149,9.761523656,WA,Island,48.034,-122.408
2060,M,Vancouver,Produce Clerk,Produce,Vancouver,50.3624532,1.107828626,90.84845182,WA,Clark,45.63,-122.677
2066,F,Vancouver,Dairy Person,Dairy,Vancouver,44.14004736,4.123063395,88.25214015,WA,Clark,45.63,-122.677
2067,M,Rock Creek,Meat Cutter,Meats,Kelowna,30.34829314,3.073695873,0,MN,Pine,45.765,-92.903
2070,M,Vancouver,Produce Clerk,Produce,Vancouver,38.93616503,4.998955987,38.75628933,WA,Clark,45.63,-122.677
