EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
999,F,Vancouver,Baker,Bakery,Vancouver,Stores,39,4.98,88.22
1000,F,Ganges,Dairy Person,Dairy,Victoria,Stores,45,6.43,104.37
1001,M,Merritt,Dairy Person,Dairy,Kamloops,Stores,26,4.74,0
1002,F,Vancouver,Baker,Bakery,Vancouver,Stores,57,4.64,152.89
1003,M,Vancouver,Baker,Bakery,Vancouver,Stores,35,5.29,20.92
1004,M,Vancouver,Baker,Bakery,Vancouver,Stores,31,4.21,22.41
1005,F,Campbell River,Cashier,Customer Service,Nanaimo,Stores,27,5.19,0
1006,M,Victoria,Dairy Person,Dairy,Victoria,Stores,53,7.93,61.4
1007,F,Abbotsford,Dairy Person,Dairy,Abbotsford,Stores,13,5.36,0
1008,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,50,3.92,58.87
1009,F,Duncan,Cashier,Customer Service,Quesnel,Stores,33,4.37,6.79
1010,M,Chetwynd,Cashier,Customer Service,Prince George,Stores,46,3.59,78.18
1011,F,Vancouver,Baker,Bakery,Vancouver,Stores,36,3.99,56.19
1012,M,Victoria,Dairy Person,Dairy,Victoria,Stores,50,2.81,101.31
1013,M,Vancouver,Baker,Bakery,Vancouver,Stores,42,7.19,60.06
1014,M,Victoria,Dairy Person,Dairy,Victoria,Stores,47,7,59.17
1015,F,Surrey,Cashier,Customer Service,Surrey,Stores,25,6.32,25.91
1016,M,Ocean Falls,Dairy Person,Dairy,Ocean Falls,Stores,42,6.37,45.5
1017,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,53,3,64.03
1018,F,Victoria,Dairy Person,Dairy,Victoria,Stores,52,3.35,146.86
1019,F,Prince George,Cashier,Customer Service,Prince George,Stores,58,4.17,139.85
1020,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,39,5.33,59.08
1021,F,Victoria,Dairy Person,Dairy,Victoria,Stores,36,7.13,44.02
1022,M,Vancouver,Baker,Bakery,Vancouver,Stores,25,5.57,8.48
1023,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48,4.43,147.5
1024,M,Riske Creek,Cashier,Customer Service,Williams Lake,Stores,54,6.73,161.19
1025,M,Vancouver,Baker,Bakery,Vancouver,Stores,22,3.74,0
1026,M,Port Hardy,Cashier,Customer Service,Nanaimo,Stores,37,3.2,27.24
1027,F,Vancouver,Baker,Bakery,Vancouver,Stores,52,5.15,97.11
1028,M,Fort St John,Cashier,Customer Service,Fort St John,Stores,36,2.52,0
1029,M,Prince George,Cashier,Customer Service,Prince George,Stores,24,4.55,0
1030,M,Vancouver,Baker,Bakery,Vancouver,Stores,25,3.97,0
1031,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,56,4.74,135.64
1032,M,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,36,2.67,31.27
1033,F,Fort St James,Cashier,Customer Service,Prince George,Stores,34,4.48,5.32
1034,M,Victoria,Dairy Person,Dairy,Victoria,Stores,42,0.46,42.63
1035,M,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,39,8.35,49.86
1036,M,Vancouver,Baker,Bakery,Vancouver,Stores,29,3.48,0
1037,M,Douglas Lake,Dairy Person,Dairy,Kamloops,Stores,51,6.74,137.8
1038,M,Abbotsford,Dairy Person,Dairy,Abbotsford,Stores,42,7.37,25.78
1039,F,Victoria,Dairy Person,Dairy,Victoria,Stores,65,4.08,195.17
1040,F,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,36,6.34,84.45
1041,M,Vancouver,Baker,Bakery,Vancouver,Stores,42,6.76,81.27
1042,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,40,6.14,29.99
1043,F,Vancouver,Baker,Bakery,Vancouver,Stores,46,3.43,100
1044,F,Cranbrook,Cashier,Customer Service,Cranbrook,Stores,64,3.61,216.98
1045,F,Victoria,Dairy Person,Dairy,Victoria,Stores,33,2.36,24.43
1046,M,Invermere,Cashier,Customer Service,Cranbrook,Stores,48,6.16,37.9
1047,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,57,3.39,101.51
1048,M,Sardis,Cashier,Customer Service,Chilliwack,Stores,47,6.65,106.22
1049,M,Vancouver,Baker,Bakery,Vancouver,Stores,22,2.79,0
1050,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,52,2.71,58.72
1051,M,Comox,Cashier,Customer Service,Nanaimo,Stores,47,5.25,39.5
1052,F,Coquitlam,Cashier,Customer Service,Nanaimo,Stores,27,4.04,0
1053,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,34,2.75,36.36
1054,M,Victoria,Dairy Person,Dairy,Victoria,Stores,45,7.11,63.69
1055,F,Victoria,Dairy Person,Dairy,Victoria,Stores,42,4.97,66.81
1056,F,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,65,4.64,208.82
1057,F,Victoria,Dairy Person,Dairy,Victoria,Stores,40,5.23,51.22
1058,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,3.38,117.15
1059,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,1.78,137.7
1060,M,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,41,0.85,18.02
1061,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,59,5.29,175
1062,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,32,1.46,0
1063,M,Surrey,Cashier,Customer Service,Surrey,Stores,16,4.04,0
1064,M,Richmond,Cashier,Customer Service,Richmond,Stores,30,6.19,30.97
1065,M,Gibsons,Cashier,Customer Service,West Vancouver,Stores,37,4.18,39.3
1066,F,Chetwynd,Cashier,Customer Service,Prince George,Stores,41,3.74,81.75
1067,M,Nakusp,Dairy Person,Dairy,Nelson,Stores,54,7.03,132.99
1068,F,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,49,3.38,122.71
1069,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,4.54,102.09
1070,F,Victoria,Dairy Person,Dairy,Victoria,Stores,46,4.74,62.26
1071,M,Fort St John,Dairy Person,Dairy,Fort St John,Stores,29,5.5,0
1072,M,Victoria,Dairy Person,Dairy,Victoria,Stores,40,4.67,59.02
1073,F,Courtenay,Cashier,Customer Service,Nanaimo,Stores,48,2.41,91.3
1074,F,Cranbrook,Cashier,Customer Service,Cranbrook,Stores,33,4.88,0.83
1075,M,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,43,4.14,74.27
1076,F,Brackendale,Cashier,Customer Service,Squamish,Stores,60,4.98,201.78
1077,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,5.06,66.97
1078,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,43,2.98,43.77
1079,M,Victoria,Dairy Person,Dairy,Victoria,Stores,42,2.94,88.79
1080,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,53,3.63,102.87
1081,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,54,6.29,125.63
1082,F,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,53,3.43,138.9
1083,F,Avola,Dairy Person,Dairy,Kamloops,Stores,29,5.28,2.27
1084,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,54,4.15,146.89
1085,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48,5.68,61.96
1086,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,3.08,50.03
1087,M,Victoria,Dairy Person,Dairy,Victoria,Stores,42,4.73,39.07
1088,F,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,54,1.95,172.43
1089,M,Grand Forks,Baker,Bakery,Grand Forks,Stores,40,5.31,37.17
1090,F,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,67,1.79,181.04
1091,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31,5.66,0
1092,M,Langley,Cashier,Customer Service,Langley,Stores,48,6.54,103.62
1093,M,Fort St John,Dairy Person,Dairy,Fort St John,Stores,25,5.81,0
1094,M,Midway,Dairy Person,Dairy,Trail,Stores,38,3.99,49.62
1095,M,Surrey,Cashier,Customer Service,Surrey,Stores,57,3.45,130.15
1096,F,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,46,5.98,97.59
1097,F,Cobble Hill,Dairy Person,Dairy,Victoria,Stores,43,5.85,70.08
1098,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,40,4.59,5.96
1099,F,Boston Bar,Dairy Person,Dairy,Chilliwack,Stores,43,6.66,63.94
1100,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,12,5.55,0
1101,F,Vernon,Dairy Person,Dairy,Vernon,Stores,57,4.86,171.27
1102,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,45,4.33,66.11
1103,M,Beaver Valley,Dairy Person,Dairy,Williams Lake,Stores,53,6.25,123.88
1104,F,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,28,4.42,3.72
1105,M,Victoria,Dairy Person,Dairy,Victoria,Stores,29,4.61,2.38
1106,M,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,42,6.72,41.3
1107,F,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,42,4.26,63.13
1108,M,Richmond,Cashier,Customer Service,Richmond,Stores,44,3.32,54
1109,M,Whistler,Cashier,Customer Service,Squamish,Stores,29,2.83,35.54
1110,F,Surrey,Cashier,Customer Service,Surrey,Stores,30,5.81,0
1111,F,Courtenay,Cashier,Customer Service,Nanaimo,Stores,29,3.67,2.02
1112,M,Salmon Valley,Cashier,Customer Service,Prince George,Stores,29,6.19,0
1113,M,Prince George,Dairy Person,Dairy,Prince George,Stores,44,4.85,75.57
1114,F,Campbell River,Cashier,Customer Service,Nanaimo,Stores,54,6.22,120.73
1115,F,Richmond,Cashier,Customer Service,Richmond,Stores,36,3.74,30.69
1116,F,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,46,4.21,76.18
1117,F,Vernon,Dairy Person,Dairy,Vernon,Stores,52,3.11,115.97
1118,M,Richmond,Dairy Person,Dairy,Richmond,Stores,45,3.36,80.87
1119,F,Whistler,Dairy Person,Dairy,Squamish,Stores,46,3.45,88.39
1120,F,Gold Bridge,Dairy Person,Dairy,Kamloops,Stores,32,3.22,17.42
1121,M,Whistler,Dairy Person,Dairy,Squamish,Stores,50,4.02,68.51
1122,M,Terrace,Cashier,Customer Service,Terrace,Stores,52,3.49,128.92
1123,M,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,37,3.66,48.14
1124,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,50,3.57,123.42
1125,F,Surrey,Dairy Person,Dairy,Surrey,Stores,34,3.39,38.5
1126,F,Tofino,Dairy Person,Dairy,Nanaimo,Stores,46,5.01,61.77
1127,F,Victoria,Dairy Person,Dairy,Victoria,Stores,59,4.79,168.75
1128,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,40,5.6,37.1
1129,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,50,6.26,126.87
1130,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,43,5.1,53.07
1131,F,Vernon,Dairy Person,Dairy,Vernon,Stores,42,4.06,45.82
1132,F,Hedley,Dairy Person,Dairy,Princeton,Stores,41,7.74,46.28
1133,F,Parksville,Dairy Person,Dairy,Nanaimo,Stores,42,6.19,45.58
1134,M,New Westminister,Cashier,Customer Service,New Westminister,Stores,38,3.2,53.36
1135,M,Richmond,Dairy Person,Dairy,Richmond,Stores,35,4.77,7.29
1136,F,Vernon,Dairy Person,Dairy,Vernon,Stores,59,2.88,156.95
1137,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,62,4.42,111.43
1138,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,45,5.36,56.16
1139,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,45,5.37,94.89
1140,M,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,38,5.17,78.34
1141,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,17,3.88,0
1142,M,Victoria,Dairy Person,Dairy,Victoria,Stores,42,5.84,62.03
1143,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,4.05,74.45
1144,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,4.42,70.51
1145,M,Prince George,Dairy Person,Dairy,Prince George,Stores,52,5,78.85
1146,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,35,3.56,40.78
1147,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,33,4.42,31.39
1148,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,34,4.19,0
1149,M,Surrey,Dairy Person,Dairy,Surrey,Stores,42,3.54,46.72
1150,M,Abbotsford,Dairy Person,Dairy,Abbotsford,Stores,38,2.41,0
1151,M,Duncan,Cashier,Customer Service,Quesnel,Stores,49,1.96,76.56
1152,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,5.03,43.08
1153,M,Rutland,Dairy Person,Dairy,Kelowna,Stores,57,4.5,125.57
1154,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,51,4.21,112
1155,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,30,5.54,27.33
1156,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,31,5.02,0
1157,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,3.92,22.1
1158,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,5.13,73.21
1159,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,28,3.44,0
1160,M,White Rock,Cashier,Customer Service,White Rock,Stores,41,5.51,15.5
1161,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,36,3.95,50.96
1162,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,2.14,148.17
1163,F,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,35,6.13,35.79
1164,F,Grasmere,Dairy Person,Dairy,Cranbrook,Stores,27,2.92,28.81
1165,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,45,5.96,65.67
1166,F,Langley,Cashier,Customer Service,Langley,Stores,40,2.82,35.45
1167,F,Salmon Arm,Dairy Person,Dairy,Kamloops,Stores,38,4.86,0
1168,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,52,2.98,97.09
1169,F,Duncan,Cashier,Customer Service,Quesnel,Stores,26,5.52,0
1170,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,40,5.96,46.86
1171,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,2.15,0
1172,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,29,5.87,28.23
1173,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,3.63,82.84
1174,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,45,2.66,93.3
1175,M,Whistler,Dairy Person,Dairy,Squamish,Stores,47,4.75,85.59
1176,F,Vernon,Dairy Person,Dairy,Vernon,Stores,45,4.86,52.52
1177,M,Vernon,Dairy Person,Dairy,Vernon,Stores,44,3.93,84.43
1178,F,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,34,5.06,0
1179,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,46,5.82,21.91
1180,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,3.43,58.77
1181,F,Clinton,Dairy Person,Dairy,Kamloops,Stores,39,5.52,51.19
1182,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,18,3.57,0
1183,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,44,4.4,47.38
1184,M,Victoria,Dairy Person,Dairy,Victoria,Stores,46,5.28,71.1
1185,M,Huntingdon,Dairy Person,Dairy,Abbotsford,Stores,52,3.07,102.87
1186,F,Bouchie Lake,Cashier,Customer Service,Quesnel,Stores,31,4.25,0
1187,M,Surrey,Dairy Person,Dairy,Surrey,Stores,34,3.91,0
1188,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,53,6.32,127.88
1189,M,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,58,3.24,156.62
1190,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,2.87,122.58
1191,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,22,3.99,0
1192,F,Surrey,Dairy Person,Dairy,Surrey,Stores,37,5.35,35.8
1193,M,Chase,Dairy Person,Dairy,Kamloops,Stores,53,3.31,87.75
1194,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,48,3.16,71.58
1195,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,4.95,74.12
1196,F,Surrey,Dairy Person,Dairy,Surrey,Stores,51,3.42,118.12
1197,M,Jaffray,Dairy Person,Dairy,Cranbrook,Stores,42,2.65,58
1198,F,Richmond,Dairy Person,Dairy,Richmond,Stores,40,5.67,74.08
1199,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,58,6.71,112.02
1200,F,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,40,4.09,71.25
1201,M,Greenwood,Cashier,Customer Service,Grand Forks,Stores,36,5.32,34.57
1202,M,Whistler,Dairy Person,Dairy,Squamish,Stores,48,3.16,63.03
1203,M,Qualicum Beach,Dairy Person,Dairy,Nanaimo,Stores,48,5.28,86.36
1204,F,Westbank,Dairy Person,Dairy,Kelowna,Stores,25,8.06,3.68
1205,F,Victoria,Dairy Person,Dairy,Victoria,Stores,46,5.32,123.11
1206,M,Grand Forks,Cashier,Customer Service,Grand Forks,Stores,40,2.26,65.88
1207,M,Grassy Plains,Dairy Person,Dairy,Prince George,Stores,33,6.45,58.97
1208,F,Duncan,Cashier,Customer Service,Quesnel,Stores,48,5.52,93.19
1209,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,60,4.78,125.57
1210,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,41,3.28,41.32
1211,M,Fort Fraser,Dairy Person,Dairy,Prince George,Stores,36,7.89,0
1212,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,4.42,75.35
1213,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,58,4.25,159.59
1214,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,44,6.07,64.33
1215,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29,4.78,0
1216,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,49,6.64,42.15
1217,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,64,4.24,133.89
1218,F,Union Bay,Dairy Person,Dairy,Nanaimo,Stores,52,5.14,111.56
1219,F,Telegraph Creek,Cashier,Customer Service,Terrace,Stores,42,3.88,113.1
1220,M,Victoria,Dairy Person,Dairy,Victoria,Stores,40,3.84,53.09
1221,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,50,6.37,136.13
1222,F,Victoria,Dairy Person,Dairy,Victoria,Stores,34,6.44,30.53
1223,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,34,6.49,27.42
1224,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,49,4.27,43.05
1225,F,Vernon,Dairy Person,Dairy,Vernon,Stores,51,4.64,137.77
1226,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,22,4.88,0
1227,M,Houston,Cashier,Customer Service,Terrace,Stores,36,5.74,39.82
1228,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,34,4.49,0
1229,M,Mission,Dairy Person,Dairy,Burnaby,Stores,37,5.94,0
1230,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,3.84,56.09
1231,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,39,4.48,60.37
1232,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38,4.79,53.34
1233,F,Surrey,Dairy Person,Dairy,Surrey,Stores,58,4.8,120.77
1234,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,42,5.44,100.68
1235,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,23,4.85,0
1236,F,Grasmere,Dairy Person,Dairy,Cranbrook,Stores,45,3.17,59.96
1237,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,26,3.58,0
1238,M,Victoria,Dairy Person,Dairy,Victoria,Stores,37,4.95,56.18
1239,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,3.41,43
1240,M,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,44,2.67,51.21
1241,F,Huntingdon,Dairy Person,Dairy,Abbotsford,Stores,34,2.08,0
1242,F,Port Alberni,Dairy Person,Dairy,Nanaimo,Stores,49,8.21,97
1243,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,49,5.54,58.03
1244,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,54,3.42,114.19
1245,F,Prince George,Dairy Person,Dairy,Prince George,Stores,55,6.05,116.61
1246,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,34,3.08,31.57
1247,M,Golden,Dairy Person,Dairy,Cranbrook,Stores,49,2.57,121.15
1248,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,50,4.03,110.64
1249,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,47,3.92,60.1
1250,M,Surrey,Dairy Person,Dairy,Surrey,Stores,16,6.23,0
1251,M,Princeton,Dairy Person,Dairy,Princeton,Stores,52,4.83,89.22
1252,F,Youbou,Dairy Person,Dairy,Victoria,Stores,51,3.54,105.52
1253,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,37,6.42,19.48
1254,F,Fort Langley,Cashier,Customer Service,Langley,Stores,48,3.02,128.26
1255,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,31,5.54,0
1256,F,Sorrento,Dairy Person,Dairy,Kamloops,Stores,33,4.86,13.28
1257,F,Victoria,Dairy Person,Dairy,Victoria,Stores,45,5.29,94.97
1258,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,6.48,41.27
1259,M,Willow Point,Dairy Person,Dairy,Trail,Stores,26,6.48,0
1260,F,Tofino,Dairy Person,Dairy,Nanaimo,Stores,43,3.81,98.6
1261,M,Victoria,Dairy Person,Dairy,Victoria,Stores,47,5.84,73.39
1262,F,Richmond,Dairy Person,Dairy,Richmond,Stores,32,4.52,12.07
1263,M,Telegraph Creek,Dairy Person,Dairy,Terrace,Stores,52,4.28,100.26
1264,F,Nelson,Dairy Person,Dairy,Nelson,Stores,45,3.75,148.9
1265,M,Gabriola Island,Cashier,Customer Service,Vancouver,Stores,46,3.68,46.21
1266,M,Surrey,Dairy Person,Dairy,Surrey,Stores,42,1.92,80.26
1267,F,New Westminister,Cashier,Customer Service,New Westminister,Stores,46,4.85,156.42
1268,M,Richmond,Dairy Person,Dairy,Richmond,Stores,56,6.77,112.66
1269,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,41,3.94,34.29
1270,M,Lakelse Lake,Dairy Person,Dairy,Terrace,Stores,41,4.86,49.99
1271,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,33,5.01,28.35
1272,M,Victoria,Dairy Person,Dairy,Victoria,Stores,61,5.82,144.41
1273,F,Surrey,Dairy Person,Dairy,Surrey,Stores,17,1.34,0
1274,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,69,4.56,220.59
1275,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,7.48,88.19
1276,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,50,3.52,100.48
1277,M,Port Renfrew,Dairy Person,Dairy,Victoria,Stores,39,3.76,30.58
1278,M,Victoria,Dairy Person,Dairy,Victoria,Stores,28,5.95,0
1279,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,31,3.47,11.88
1280,F,Sparwood,Dairy Person,Dairy,Cranbrook,Stores,49,7.88,133.64
1281,F,D'arcy,Dairy Person,Dairy,Squamish,Stores,44,1.99,50.84
1282,F,Kaslo,Dairy Person,Dairy,Cranbrook,Stores,40,6.64,52.16
1283,F,Langley,Cashier,Customer Service,Langley,Stores,39,7.29,65.3
1284,F,Prince George,Dairy Person,Dairy,Prince George,Stores,24,6.84,0.52
1285,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,36,3.91,43.79
1286,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,50,2.67,61.25
1287,M,Vernon,Meat Cutter,Meats,Vernon,Stores,51,3.92,77.75
1288,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,48,3.33,77.78
1289,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,38,5.26,83.92
1290,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,46,4.49,95.08
1291,F,Gabriola Island,Cashier,Customer Service,Vancouver,Stores,35,3.87,62.62
1292,M,Grand Forks,Dairy Person,Dairy,Grand Forks,Stores,38,5.92,0
1293,F,Langley,Cashier,Customer Service,Langley,Stores,20,6.06,0
1294,F,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,33,6.11,36.69
1295,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,42,4.1,66.32
1296,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,54,2.69,119.22
1297,M,Nelson,Meat Cutter,Meats,Nelson,Stores,49,6.66,90.64
1298,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,60,5,152.4
1299,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,40,4.96,31.97
1300,M,Princeton,Meat Cutter,Meats,Princeton,Stores,52,5.23,89.29
1301,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,3.94,73.31
1302,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,4.03,114.31
1303,F,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,31,2.93,13.01
1304,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,3.01,29.28
1305,M,Tofino,Dairy Person,Dairy,Nanaimo,Stores,45,2.83,31.55
1306,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,18,4.5,0
1307,F,White Rock,Cashier,Customer Service,White Rock,Stores,27,5.44,0
1308,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,44,4.09,31.75
1309,F,Prince George,Dairy Person,Dairy,Prince George,Stores,37,2.8,38.36
1310,M,Surrey,Dairy Person,Dairy,Surrey,Stores,49,5.49,56.59
1311,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,43,0.97,49.35
1312,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,32,7.15,28.97
1313,M,Wildwood,Dairy Person,Dairy,Nanaimo,Stores,44,6.38,48.69
1314,M,Chase,Dairy Person,Dairy,Kamloops,Stores,58,4.31,92.77
1315,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,32,6.76,31.93
1316,M,Parksville,Dairy Person,Dairy,Nanaimo,Stores,60,4.02,180.33
1317,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,41,3.42,45.27
1318,M,Vancouver,CEO,Executive,Vancouver,Executive,59,13.61,35.55
1319,F,Abbotsford,VP Stores,Executive,Vancouver,Executive,46,10.41,74.59
1320,F,Vancouver,Legal Counsel,Executive,Vancouver,Executive,42,23.5,0
1321,M,Vancouver,VP Human Resources,Executive,Vancouver,Executive,45,2.53,71.06
1322,M,Vancouver,VP Finance,Executive,Vancouver,Executive,35,6.85,66.01
1323,M,New Westminster,"Exec Assistant, VP Stores",Executive,Vancouver,Executive,48,24.63,0
1324,M,Victoria,"Exec Assistant, Human Resources",Executive,Vancouver,Executive,33,15.44,49.47
1325,F,Vancouver,"Exec Assistant, Legal Counsel",Executive,Vancouver,Executive,54,6.65,78.18
1326,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,35,3.03,60.2
1327,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,4.78,18.14
1328,F,Aldergrove,CHief Information Officer,Executive,Vancouver,Executive,35,12.26,86.75
1329,F,Lakelse Lake,Store Manager,Store Management,Terrace,Stores,29,5.03,0
1330,F,Port Edward,Meats Manager,Meats,Terrace,Stores,61,5.02,145.46
